(N)
4380.02051
4404.71143
4423.93359
4448.99756
4474.11084
4499.12354
4524.36279
4549.40088
4574.64893
4599.6582
4621.18604
4646.34766
4671.47559
4696.70947
4721.72168
4746.84766
4770.85254
4794.55029
4817.20557
4838.68359
4863.76855
4888.94922
4914.06299
4939.10986
4964.37695
4989.39453
5012.60889
5034.23877
5059.40234
5084.54492
5109.62793
5134.77246
5159.82031
5184.9668
5209.8877
5232.10156
5251.20605
5276.3877
5301.49658
5326.60645
5351.63281
5376.63916
5401.64453
5424.85889
5449.88623
5474.94238
5499.73926
5524.79688
5549.96973
5575.17529
5599.14893
5622.72119
5643.1626
5668.18896
5693.23584
5718.48975
5743.63281
5768.88135
5794.00977
5819.23584
5841.93213
5864.96533
5890.10645
5915.19238
5940.41846
5965.6499
5990.71924
6015.80957
6039.42773
6057.57422
6082.61328
6107.66211
6132.24023
6157.26172
6182.41211
6207.46484
6231.27979
6255.8335
6280.97168
6306.1582
6331.29395
6356.40674
6381.60645
6406.64502
6429.4209
6454.50635
6475.00146
6499.80176
6524.875
6549.53418
6574.63672
6599.79346
6624.86084
6649.53174
6671.13623
6696.17236
6721.3877
6746.18652
6771.0083
6796.18896
6821.23047
6846.35156
6866.72559
6888.12451
6913.16211
6938.35693
6963.40381
6988.66211
7013.85596
7039.0083
7063.86133
7088.06641
7112.82373
7138.03955
7162.98438
7187.99414
7213.25195
7237.77783
7259.64062
7284.37061
7308.65723
7331.83838
7356.8501
7382.03223
7407.22754
7432.10547
7457.32666
7481.26221
7506.39502
7531.57031
7556.3916
7581.63525
7606.79639
7631.94873
7657.0166
7681.61523
7701.56543
7725.46191
7750.64844
7775.77441
7800.82129
7826.03906
7850.73682
7875.01953
7895.24121
7920.54541
7945.76758
7971.00586
7996.01514
8021.01514
8044.69775
8069.00879
8094.15771
8117.69385
8138.43018
8161.3667
8186.38184
8211.55762
8236.66797
8261.75586
8284.86621
8306.97754
8332.20703
8357.44336
8382.57129
8407.15137
8431.00391
8455.78223
8479.76855
8500.0293
8523.34961
8547.33301
8572.43164
8597.53516
8621.93164
8647.02246
8670.81543
8690.83789
8715.87988
8740.91602
8764.13965
8788.98535
8813.81348
8834.66113
8855.98633
8879.30762
8902.50195
8922.63672
8943.62402
8968.12891
8992.17285
9015.03125
9036.77246
9053.60156
9069.42773
9037.64941
8980.13086
8938.58691
8889.41602
8833.54297
8771.86426
8705.22363
8634.3584
8559.93457
8482.56934
8402.81641
8321.21094
8238.24512
8154.36279
8069.99072
7985.5127
7901.28564
7817.65283
7734.91797
7653.35254
7573.19385
7494.64258
7417.875
7343.04297
7270.28271
7199.71143
7131.4209
7065.48193
7001.94824
6940.85791
6882.24414
6826.13379
6772.54004
6721.46387
6672.89307
6626.80859
6583.18408
6541.9873
6503.1709
6466.67725
6432.43799
6400.38379
6370.45068
6342.57373
6316.68311
6270.56299
6231.51123
6199.00586
6172.48535
6142.64258
6114.61914
6142.08691
6169.86377
6195.66602
6221.88135
6247.20264
6241.36963
6226.8208
6222.91797
6223.13379
6223.5166
6227.31396
6252.56006
6277.7251
6303.28662
6328.69238
6353.95459
6379.13184
6404.42139
6429.45996
6454.61035
6479.64258
6503.3335
6528.35742
6553.60596
6578.84375
6603.99365
6629.07617
6654.31543
6678.98291
6704.10596
6729.07227
6751.12256
6774.59473
6799.68896
6824.31836
6848.68652
6873.05176
6897.07031
6911.34082
6933.16992
6952.87646
6969.08105
6980.39404
6989.90771
6997.44238
7004.13184
7008.63623
7009.97119
7017.17334
7027.25
7033.00439
7040.38965
7047.92285
7055.39062
7058.38721
7069.46533
7078.73633
7087.0542
7095.17529
7102.96045
7111.42236
7118.39551
7126.6084
7134.47803
7141.646
7147.61133
7157.41113
7167.91455
7176.53271
7180.0166
7185.30371
7190.75684
7207.03564
7222.95752
7236.61426
7248.4458
7259.85156
7270.77197
7277.44922
7261.78955
7231.47852
7200.04248
7147.79541
7073.91455
6979.65381
6866.93555
6737.79834
6594.19824
6437.8877
6270.55566
6093.89111
5909.40869
5718.40918
5522.12598
5321.74414
5118.34375
4912.94092
4706.48535
4499.81348
4293.69434
4088.86768
3885.99854
3685.677
3488.45215
3294.81128
3105.17334
2919.91479
2739.37158
2563.82251
2393.50122
2228.60889
2069.31079
1915.73267
1767.96692
1626.07825
1490.10291
1360.05115
1235.91138
1117.64954
1005.21252
898.53088
797.51678
702.07001
612.08063
527.42499
447.96732
373.56604
304.07327
239.33394
179.18826
123.47322
72.02282
24.66803
-18.76076
-58.4321
-94.51534
-127.1802
-156.59433
-182.92287
-226.96829
-260.58203
-294.08524
-262.95245
-229.28055
-202.58699
-175.89528
-150.02977
-117.85867
-89.16972
-58.89703
-30.91169
-4.27643
-2.36116
-1.76915
-1.67611
-1.57916
-1.4216
-1.25648
-1.1338
-1.1303
-1.02526
-0.95249
-0.85695
-0.92163
-0.8635
-0.78723
-0.75273
-0.77036
-0.78199
-0.71622
-0.68312
-0.62623
-0.72557
-0.6633
-0.66314
-0.60156
-0.68706
-0.65412
-0.61904
-0.60531
-0.58644
-0.63566
-0.61161
-0.55932
-0.55168
-0.64917
-0.59529
-0.56195
-0.53923
-0.62453
-0.57858
-0.54366
-0.51619
-0.55431
-0.61416
-0.56288
-0.5266
-0.49794
-0.57906
-0.5673
-0.524
-0.48376
-0.62045
-0.5808
-0.52025
-0.52049
-0.60688
-0.55879
-0.50217
-0.11339
0.61117
1.13452
1.68237
2.16441
2.50536
2.74267
3.29318
4.18098
4.98036
5.6056
6.16004
6.97041
7.72615
8.35191
8.80909
9.72767
12.79154
23.56456
33.97143
45.06965
56.10149
66.64565
77.8647
91.06515
104.14847
117.74525
131.5712
145.46523
160.0992
174.50771
188.21928
202.40363
218.66425
235.18152
252.13664
267.77289
283.34589
297.71185
314.9487
331.77823
348.99731
366.78284
384.21005
401.7626
418.62857
437.57532
456.448
474.59546
493.31451
513.86914
532.35449
550.83972
569.41187
587.22034
603.90546
622.6391
641.27863
660.69733
680.05316
698.81934
717.3786
734.82422
751.04962
768.88202
785.93292
802.84735
819.62964
834.2132
848.81512
860.25397
872.58679
883.836
892.21423
897.42938
897.56519
894.39246
889.14594
882.63611
877.94403
873.88593
869.46967
865.38202
861.39618
858.02209
854.42548
851.35876
848.3089
846.25043
845.15192
843.83356
842.75415
841.36377
840.98517
838.75922
837.10583
835.75922
834.86426
834.31366
834.00122
833.40186
832.28485
832.00598
829.96863
830.31464
831.28137
831.52838
832.19275
832.53339
831.78937
831.88831
832.32477
832.6344
831.88916
831.96222
832.7652
832.25653
832.07452
831.75525
830.12915
830.83942
832.42017
832.32977
833.05811
833.73083
834.84955
835.19849
834.28845
834.51837
834.71234
834.88635
834.82324
835.28174
835.00745
834.9129
834.82294
834.30304
834.09973
835.48431
835.34454
836.19244
836.55103
836.53522
836.51508
836.45477
836.78491
837.75891
838.18622
838.20721
838.23779
838.38483
838.08734
837.9613
837.71246
838.63446
839.33105
839.80402
840.19482
840.69312
841.09766
838.88165
839.29913
840.12469
840.97668
841.67322
841.4823
841.2774
841.38153
840.81268
839.16138
841.45581
842.5188
842.97888
843.43457
844.09686
843.66724
843.6955
844.07141
844.70752
844.95575
846.5448
847.5072
846.6684
846.3894
